id,ic,ev,label
chr1_r_c114592,2412,19,Yes
chr1_r_c11462,18.3,0,No
chr1_r_c114621,1361,2182,Yes
chr1_r_c114622,2,0,No
chr1_r_c114625,1083,12.5,Yes
chr1_r_c114629,3.7,0,No
chr1_r_c114630,2396,16,Yes
chr1_r_c11466,5.7,0,No
chr1_r_c114668,903.3,1142,Yes
chr1_r_c114673,1.3,0,No
chr1_r_c114683,541.7,49.5,Yes
chr1_r_c114694,17.7,0,No
chr1_r_c114745,1,0.5,No
chr1_r_c114760,70.3,0,No
chr1_r_c114769,15.7,0,No
chr1_r_c114867,1.7,0,No
chr1_r_c11493,2,0,No
chr1_r_c115004,6,3.5,Yes
chr1_r_c115007,1,0,No
chr1_r_c115023,1.7,0,No
chr1_r_c115047,1.3,0,No
chr1_r_c11509,2.3,0,No
chr1_r_c115239,2.3,0,No
chr1_r_c115488,55.3,0,No
chr1_r_c115551,1,0,No
chr1_r_c11561,1,0,No
chr1_r_c115647,2.7,0,No
chr1_r_c115761,1,0,No
chr1_r_c116032,1,0,No
chr1_r_c116044,1.3,1,Yes
chr1_r_c116050,2.7,0,No
chr1_r_c11610,2.7,0,No
chr1_r_c116115,1.3,0,No
chr1_r_c116121,2.7,0,No
chr1_r_c116131,1.3,0,No
chr1_r_c116162,2.3,0,No
chr1_r_c116164,5,0,No
chr1_r_c116221,1,0,No
chr1_r_c116241,1.7,0,No
chr1_r_c116261,25,0,No
chr1_r_c116294,2.3,4,Yes
chr1_r_c11630,6.3,0,No
chr1_r_c116398,106.3,0,No
chr1_r_c116470,1.3,0,No
chr1_r_c11655,2.7,0,No
chr1_r_c116754,1,0,No
chr1_r_c116806,1.7,0,No
chr1_r_c116822,58,0,No
chr1_r_c116831,1,0,No
chr1_r_c117254,3,0,No
chr1_r_c117393,2.7,0,No
chr1_r_c117410,1,0,No
chr1_r_c117537,3,0,No
chr1_r_c117573,1,0,No
chr1_r_c117595,1.3,0,No
chr1_r_c117627,1,0,No
chr1_r_c117660,4,0,No
chr1_r_c117661,11,0,No
chr1_r_c117678,1,0,No
chr1_r_c117970,1,0,No
chr1_r_c117982,5,0,No
chr1_r_c117991,5,0,No
chr1_r_c118027,12,0,No
chr1_r_c118029,132.7,19.5,Yes
chr1_r_c118066,1,0,No
chr1_r_c118121,3,0,No
chr1_r_c118159,2,0,No
chr1_r_c118177,1.7,0,No
chr1_r_c11821,1025.3,0,No
chr1_r_c118230,5,0,No
chr1_r_c118257,1.3,0,No
chr1_r_c118359,2.7,0,No
chr1_r_c118371,2.3,0,No
chr1_r_c118575,2,0,No
chr1_r_c118846,3.3,0,No
chr1_r_c118914,4,0.5,No
chr1_r_c118946,2.3,0,No
chr1_r_c118988,5,0,No
chr1_r_c119104,4.7,0,No
chr1_r_c119176,1,0,No
chr1_r_c119291,1.3,0.5,No
chr1_r_c119315,2.7,0,No
chr1_r_c119455,6,0,No
chr1_r_c119557,2,0,No
chr1_r_c119637,1.3,0,No
chr1_r_c119725,1.3,0,No
chr1_r_c119803,1.3,0,No
chr1_r_c11983,1.7,0,No
chr1_r_c119835,1.7,0,No
chr1_r_c119837,1,0,No
chr1_r_c11985,1.7,0,No
chr1_r_c119892,1.7,0,No
chr1_r_c119937,1.3,0,No
chr1_r_c120054,12,0,No
chr1_r_c120085,10,0,No
chr1_r_c120161,2.7,0,No
chr1_r_c120219,1.3,0,No
chr1_r_c120247,2,0,No
chr1_r_c120297,2.7,0,No
chr1_r_c120309,7,0,No
chr1_r_c120314,1,0,No
chr1_r_c120357,10,0,No
chr1_r_c120359,20,0,No
chr1_r_c120382,20.7,32,Yes
chr1_r_c120798,9.7,0,No
chr1_r_c120801,1,0,No
chr1_r_c120986,1.7,0,No
chr1_r_c121031,1,0,No
chr1_r_c121068,4,1.5,Yes
chr1_r_c121096,2.3,0,No
chr1_r_c121281,1168,2,Yes
chr1_r_c121282,1122.7,2,Yes
chr1_r_c121283,3,0,No
chr1_r_c121284,5.7,0,No
chr1_r_c121285,480.3,1.5,Yes
chr1_r_c121288,806,1,Yes
chr1_r_c121291,1990.3,6.5,Yes
chr1_r_c121292,25,0,No
chr1_r_c121295,2808,12,Yes
chr1_r_c121298,152,0,No
chr1_r_c121300,605.3,2,Yes
chr1_r_c121301,2.7,0,No
chr1_r_c121302,239,1,Yes
chr1_r_c121303,5,0,No
chr1_r_c121311,1811.7,3,Yes
chr1_r_c121312,3,0,No
chr1_r_c121348,1.7,0,No
chr1_r_c121448,6.7,0,No
chr1_r_c121492,4.7,0,No
chr1_r_c121598,9,6,Yes
chr1_r_c121704,1.3,0,No
chr1_r_c121729,3.3,0,No
chr1_r_c122055,1.3,0,No
chr1_r_c12213,4.7,0,No
chr1_r_c122174,1.7,0,No
chr1_r_c122197,2,0,No
chr1_r_c122538,11,0,No
chr1_r_c122606,127.3,1,Yes
chr1_r_c122688,1.7,0,No
chr1_r_c122693,100,0,No
chr1_r_c122953,5,2.5,Yes
chr1_r_c123012,1.3,0,No
chr1_r_c123034,1.7,0,No
chr1_r_c123151,2.3,0,No
chr1_r_c123200,4,0,No
chr1_r_c123205,3.7,0,No
chr1_r_c123253,1.3,0,No
chr1_r_c123277,2,0,No
chr1_r_c12354,1,0,No
chr1_r_c123670,1.3,0,No
chr1_r_c123703,2,0,No
chr1_r_c12373,2,0,No
chr1_r_c123785,1.7,0,No
chr1_r_c123811,1.3,0,No
chr1_r_c123814,1,0,No
chr1_r_c123869,3.7,0,No
chr1_r_c123898,1,0,No
chr1_r_c1239,1,0.5,No
chr1_r_c123961,9,4,Yes
chr1_r_c124039,1.7,0,No
chr1_r_c124046,2,0,No
chr1_r_c124078,2.3,0,No
chr1_r_c124188,534.3,2.5,Yes
chr1_r_c124249,1,0,No
chr1_r_c124415,19.3,0,No
chr1_r_c124421,1,0,No
chr1_r_c124479,1.3,0,No
chr1_r_c124546,7,0,No
chr1_r_c124607,1.3,0,No
chr1_r_c124680,13.3,0,No
chr1_r_c124764,5.3,0,No
chr1_r_c124907,1,0,No
chr1_r_c124955,1,0,No
chr1_r_c124999,1.3,0,No
chr1_r_c125017,17.3,0,No
chr1_r_c125078,1,0,No
chr1_r_c125211,1.3,0,No
chr1_r_c125244,3,0,No
chr1_r_c125247,1,0,No
chr1_r_c125281,1,0,No
chr1_r_c125355,4.3,0,No
chr1_r_c12538,1,0,No
chr1_r_c125428,15.3,5.5,Yes
chr1_r_c125531,2.7,0,No
chr1_r_c125689,9.3,0,No
chr1_r_c12572,12.3,0,No
chr1_r_c125795,35.7,0,No
chr1_r_c125945,6,0,No
chr1_r_c126009,6,0,No
chr1_r_c126010,1,0,No
chr1_r_c126016,8.3,0,No
chr1_r_c126045,1.7,1,Yes
chr1_r_c126078,7,0,No
chr1_r_c126090,2.7,0,No
chr1_r_c126100,2.7,0,No
chr1_r_c126172,2.3,0,No
chr1_r_c126177,2,0,No
chr1_r_c126181,1.3,0,No
chr1_r_c126407,2,0,No
chr1_r_c126411,3,0,No
chr1_r_c126486,1,0,No
chr1_r_c126506,11.7,2,Yes
chr1_r_c126511,2.3,0,No
chr1_r_c126644,11,0,No
chr1_r_c126697,1.7,0.5,No
chr1_r_c126753,1.3,0,No
chr1_r_c126825,1,0,No
chr1_r_c126857,16.7,0,No
chr1_r_c126892,1.3,0,No
chr1_r_c126929,3,0,No
chr1_r_c126944,6.3,0,No
chr1_r_c126955,3.7,0,No
chr1_r_c126985,5.7,0,No
chr1_r_c127185,3,0,No
chr1_r_c127240,1.3,0,No
chr1_r_c127258,2.3,0,No
chr1_r_c127370,1,0,No
chr1_r_c127471,1.7,0,No
chr1_r_c127484,1,0,No
chr1_r_c127734,2.7,0,No
chr1_r_c127767,2.7,1,Yes
chr1_r_c127777,7.7,0,No
chr1_r_c127794,1.3,0,No
chr1_r_c127819,1.3,0,No
chr1_r_c127829,1.7,0,No
chr1_r_c127840,1.3,0,No
chr1_r_c127991,4,0,No
chr1_r_c128006,1,0,No
chr1_r_c128223,2,0,No
chr1_r_c12837,7.7,0,No
chr1_r_c128374,2.7,0,No
chr1_r_c128380,13.7,0,No
chr1_r_c128569,18.3,0,No
chr1_r_c128577,3.3,0,No
chr1_r_c12865,1.3,0,No
chr1_r_c128907,17.3,0,No
chr1_r_c128944,4,0,No
chr1_r_c129078,2.3,0,No
chr1_r_c129110,2,0,No
chr1_r_c129277,1.7,0,No
chr1_r_c129304,1,0,No
chr1_r_c129361,1.3,0,No
chr1_r_c12947,1,0,No
chr1_r_c129620,1,0,No
chr1_r_c129627,1,0,No
chr1_r_c129675,3.3,0,No
chr1_r_c129859,3.3,0,No
chr1_r_c129955,3.3,0,No
chr1_r_c130166,1,0,No
chr1_r_c130177,19,0,No
chr1_r_c130683,3.3,0,No
chr1_r_c130756,1.7,0,No
chr1_r_c130774,2.3,0,No
chr1_r_c130806,1.3,1,Yes
chr1_r_c130847,32.7,0,No
chr1_r_c130912,2,0,No
chr1_r_c130950,1.3,0,No
chr1_r_c131090,1,0,No
chr1_r_c131107,1,0,No
chr1_r_c131307,1,0,No
chr1_r_c131461,2.3,0,No
chr1_r_c131468,1.3,0,No
chr1_r_c131508,2.3,0,No
chr1_r_c131542,2.7,0,No
chr1_r_c131581,2,0,No
chr1_r_c131700,1.7,0,No
chr1_r_c131737,1.7,0,No
chr1_r_c131804,1,0,No
chr1_r_c131806,1.3,0,No
chr1_r_c131856,17.7,0,No
chr1_r_c132102,1,0,No
chr1_r_c132163,1.3,0,No
chr1_r_c132278,1.7,3.5,Yes
chr1_r_c132347,1,0,No
chr1_r_c132447,1,0,No
chr1_r_c132453,14.7,0,No
chr1_r_c132535,1.3,0,No
chr1_r_c132577,2,0,No
chr1_r_c132631,4.7,0,No
chr1_r_c132900,1.3,0,No
chr1_r_c132902,1,0,No
chr1_r_c132924,2,0,No
chr1_r_c132972,1,0,No
chr1_r_c133381,1,0,No
chr1_r_c133425,1.3,0,No
chr1_r_c133470,3.3,0,No
chr1_r_c133486,3.7,0,No
chr1_r_c133563,3,0,No
chr1_r_c133805,1,0,No
chr1_r_c133821,3.3,0,No
chr1_r_c133889,3.3,0,No
chr1_r_c134,6,0,No
chr1_r_c134028,7,0,No
chr1_r_c134154,2,0,No
chr1_r_c134168,1,0,No
chr1_r_c134183,827.7,5.5,Yes
chr1_r_c134184,813.3,5,Yes
chr1_r_c134213,1.3,0,No
chr1_r_c134266,1.3,0,No
chr1_r_c134310,1.7,0,No
chr1_r_c134346,6.3,0,No
chr1_r_c134357,1,0,No
chr1_r_c134424,1,0,No
chr1_r_c13456,2,0,No
chr1_r_c134703,1.7,0,No
chr1_r_c134710,1.7,0,No
chr1_r_c134752,25,0,No
chr1_r_c134912,1,0,No
chr1_r_c134923,1,0,No
chr1_r_c134966,1,0,No
chr1_r_c134991,2,0,No
chr1_r_c135235,1.3,0,No
chr1_r_c135658,1.3,0,No
chr1_r_c135752,2,0,No
chr1_r_c135826,2.3,0,No
chr1_r_c135846,1.7,0,No
chr1_r_c135881,2,0,No
chr1_r_c13590,8.3,0,No
chr1_r_c136000,1,0,No
chr1_r_c136129,3,0,No
chr1_r_c136195,2.3,0,No
chr1_r_c136217,2,0,No
chr1_r_c136234,1,0,No
chr1_r_c136259,2,0,No
chr1_r_c136321,3,0,No
chr1_r_c136376,1,0,No
chr1_r_c136406,19.3,0,No
chr1_r_c136407,2,0,No
chr1_r_c136487,1.7,0,No
chr1_r_c136528,5.7,0,No
chr1_r_c136630,4.7,0,No
chr1_r_c136956,45.7,0,No
chr1_r_c137154,3.3,0,No
chr1_r_c137387,1,0,No
chr1_r_c137517,1.7,0,No
chr1_r_c137827,2.3,0,No
chr1_r_c137867,3.7,0,No
chr1_r_c137960,1,0,No
chr1_r_c137989,8,0,No
chr1_r_c13820,1.3,0,No
chr1_r_c138280,1,0,No
chr1_r_c138287,1.3,0,No
chr1_r_c138470,1,0,No
chr1_r_c13848,8,0,No
chr1_r_c138900,1,0,No
chr1_r_c138965,2.7,0,No
chr1_r_c139013,2.7,0,No
chr1_r_c139016,1.7,0,No
chr1_r_c13907,166.7,2.5,Yes
chr1_r_c139103,21.3,0,No
chr1_r_c139113,6.3,0,No
chr1_r_c139117,2.3,11,Yes
chr1_r_c139158,2.3,0,No
chr1_r_c13916,1.3,0,No
chr1_r_c139189,762,353,Yes
chr1_r_c13922,2.3,0,No
chr1_r_c139220,1,0,No
chr1_r_c139229,148.7,2.5,Yes
chr1_r_c13936,1.3,0,No
chr1_r_c139558,13.3,0,No
chr1_r_c139591,1,0,No
chr1_r_c139595,1.7,0,No
chr1_r_c13962,2.3,0,No
chr1_r_c139792,2,0,No
chr1_r_c139906,2.3,0,No
chr1_r_c139946,1.3,0,No
chr1_r_c140049,435,0,No
chr1_r_c140129,1,0,No
chr1_r_c140169,3,0,No
chr1_r_c140177,4.3,0,No
chr1_r_c140218,1,0,No
chr1_r_c140259,1,0,No
chr1_r_c140427,1,0,No
chr1_r_c140684,3.3,0,No
chr1_r_c140720,4.3,0,No
chr1_r_c140736,2.3,0.5,No
chr1_r_c140928,12,0,No
chr1_r_c14098,5.7,0,No
chr1_r_c141080,3.3,0,No
chr1_r_c141134,8.7,0,No
chr1_r_c141192,5.7,1.5,Yes
chr1_r_c141271,1.3,0,No
chr1_r_c141294,1.3,0,No
chr1_r_c141465,1.7,0,No
chr1_r_c141472,1.7,0,No
chr1_r_c141567,1,0,No
chr1_r_c141795,3.3,0,No
chr1_r_c141855,1.3,0,No
chr1_r_c141861,3,0,No
chr1_r_c142097,4.7,0.5,No
chr1_r_c142139,1.3,0,No
chr1_r_c142228,4.3,0,No
chr1_r_c142294,277.3,0,No
chr1_r_c142295,206,0,No
chr1_r_c142327,2.3,0.5,No
chr1_r_c142412,2.3,0,No
chr1_r_c142666,8.3,0.5,No
chr1_r_c142686,1.3,0,No
chr1_r_c142917,1.3,0,No
chr1_r_c14302,3,0,No
chr1_r_c143062,2,0,No
chr1_r_c143131,2.7,0,No
chr1_r_c143190,1,0,No
chr1_r_c143211,8,0,No
chr1_r_c143237,1.3,0,No
chr1_r_c143288,3.3,0,No
chr1_r_c143561,2.7,0,No
chr1_r_c14357,1,0,No
chr1_r_c143627,1,0,No
chr1_r_c143663,3.7,0,No
chr1_r_c143670,3.7,0,No
chr1_r_c143723,4.3,0,No
chr1_r_c14375,6,0,No
chr1_r_c143766,4,0,No
chr1_r_c143772,11.3,0,No
chr1_r_c143777,17.3,0,No
chr1_r_c143791,4.7,0,No
chr1_r_c143796,2.3,0,No
chr1_r_c143887,4,0,No
chr1_r_c143919,2,0,No
chr1_r_c143948,4.3,0,No
chr1_r_c144128,1,0,No
chr1_r_c144240,1,0,No
chr1_r_c144299,97.7,0,No
chr1_r_c14432,2.7,0,No
chr1_r_c144351,1.7,0.5,No
chr1_r_c14442,3,0,No
chr1_r_c144465,2.7,0,No
chr1_r_c144480,755.3,0,No
chr1_r_c144675,1,0,No
chr1_r_c144709,2,0,No
chr1_r_c144755,2,0,No
chr1_r_c144873,2,0.5,No
chr1_r_c14488,1,0,No
chr1_r_c144987,21,3,Yes
chr1_r_c145100,1,0,No
chr1_r_c145140,6.7,0,No
chr1_r_c145336,1.7,0,No
chr1_r_c145514,2,0,No
chr1_r_c145701,1.3,0,No
chr1_r_c145722,4.3,0,No
chr1_r_c145732,4,0,No
chr1_r_c145752,4,0,No
chr1_r_c145798,1,0,No
chr1_r_c145951,1,0,No
chr1_r_c146039,1,0,No
chr1_r_c146051,1,0,No
chr1_r_c146289,5,0,No
chr1_r_c146306,22.3,0,No
chr1_r_c146357,3.3,0,No
chr1_r_c146647,1,0,No
chr1_r_c146676,35.7,0,No
chr1_r_c146710,1.7,0,No
chr1_r_c146875,1,0,No
chr1_r_c146989,1.7,0,No
chr1_r_c147002,1,0,No
chr1_r_c147015,1,0,No
chr1_r_c147091,14.7,0,No
chr1_r_c147204,1,0,No
chr1_r_c147209,3.3,0,No
chr1_r_c147248,7,0,No
chr1_r_c14725,1.7,0,No
chr1_r_c14731,1.3,0,No
chr1_r_c147374,2.7,0,No
chr1_r_c147477,2.7,0,No
chr1_r_c147658,1,0,No
chr1_r_c147754,2.3,0,No
chr1_r_c14779,8,0,No
chr1_r_c147879,4.7,0,No
chr1_r_c148044,10.7,0,No
chr1_r_c148192,1,0,No
chr1_r_c148193,1,0,No
chr1_r_c148208,1,0,No
chr1_r_c148235,1.3,0,No
chr1_r_c148253,1,0,No
chr1_r_c148284,1,0,No
chr1_r_c148286,3,0,No
chr1_r_c148315,1.7,0,No
chr1_r_c1484,86.7,0,No
chr1_r_c148438,1.7,0,No
chr1_r_c148487,1.3,0,No
chr1_r_c148585,1,0,No
chr1_r_c148593,1,0,No
chr1_r_c148658,1.3,0,No
chr1_r_c148664,1.7,0,No
chr1_r_c148677,19.3,0,No
chr1_r_c148683,1.3,0,No
chr1_r_c148694,1,0,No
chr1_r_c148735,1.3,0,No
chr1_r_c148739,3.3,0,No
chr1_r_c148825,3.3,0,No
chr1_r_c149111,1.7,0,No
chr1_r_c1492,1,0,No
chr1_r_c14921,2.7,0,No
chr1_r_c149311,16.7,0.5,No
chr1_r_c149351,1.7,0,No
chr1_r_c14943,1.3,0,No
chr1_r_c149452,4.7,0,No
chr1_r_c149590,4.7,10,Yes
chr1_r_c149786,2,0,No
chr1_r_c14990,298,0.5,No
chr1_r_c149945,1,0,No
chr1_r_c149954,1.7,0,No
chr1_r_c149983,3.3,0,No
chr1_r_c150390,1,0,No
chr1_r_c150409,1,0,No
chr1_r_c150410,6.7,0,No
chr1_r_c150412,40,0,No
chr1_r_c150533,148,0,No
chr1_r_c150621,1,0,No
chr1_r_c150622,121.3,0,No
chr1_r_c150683,2.3,0,No
chr1_r_c150891,2.3,0,No
chr1_r_c150930,1.3,0,No
chr1_r_c151047,1.3,0,No
chr1_r_c151081,1,0,No
chr1_r_c151105,1.3,0,No
chr1_r_c151154,11.7,0,No
chr1_r_c151186,6.7,1.5,Yes
chr1_r_c15120,2.3,0,No
chr1_r_c151263,2.7,0,No
chr1_r_c151385,1,1,Yes
chr1_r_c151403,1.7,0,No
chr1_r_c151515,1,0,No
chr1_r_c151657,1.3,0,No
chr1_r_c151755,3.7,0,No
chr1_r_c151954,17.7,0,No
chr1_r_c151992,1,0,No
chr1_r_c151994,1,0,No
chr1_r_c1520,3.7,0,No
chr1_r_c152213,1.3,0,No
chr1_r_c152300,2,0,No
chr1_r_c152301,2.3,0,No
chr1_r_c152307,1.3,0,No
chr1_r_c152337,2,1,Yes
chr1_r_c15252,1,0,No
chr1_r_c152522,1.3,0,No
chr1_r_c152611,1,0,No
chr1_r_c152648,1,0,No
chr1_r_c152776,2.7,0,No
chr1_r_c152956,1,0,No
chr1_r_c15303,2.3,0,No
chr1_r_c153093,3,0,No
chr1_r_c153265,116.7,4.5,Yes
chr1_r_c153280,4.3,0,No
chr1_r_c153495,16.7,0,No
chr1_r_c153506,6.7,0.5,No
chr1_r_c153507,6,0,No
chr1_r_c153687,2.3,0,No
chr1_r_c153883,4,0,No
chr1_r_c154088,3.3,0,No
chr1_r_c154211,1,0,No
chr1_r_c154229,7.7,0,No
chr1_r_c154238,1.3,0,No
chr1_r_c154277,1.7,0,No
chr1_r_c154452,1,0.5,No
chr1_r_c15450,2,0,No
chr1_r_c154595,2.7,0,No
chr1_r_c154651,2,0,No
chr1_r_c154699,5,0,No
chr1_r_c154811,2.3,0,No
chr1_r_c154843,2.7,0,No
chr1_r_c155261,1.7,0,No
chr1_r_c15542,5,0,No
chr1_r_c15543,4.3,0,No
chr1_r_c155516,3.7,0,No
chr1_r_c155543,2,1,Yes
chr1_r_c155659,1.7,0,No
chr1_r_c15584,2.3,0,No
chr1_r_c155864,1.3,0,No
chr1_r_c155950,1.3,0,No
chr1_r_c156087,1,0,No
chr1_r_c156137,1,0,No
chr1_r_c156213,32.7,0,No
chr1_r_c157019,5.7,0,No
chr1_r_c157035,2.7,0,No
chr1_r_c157108,47.3,0,No
chr1_r_c157206,1,0,No
chr1_r_c157285,5,0,No
chr1_r_c157504,14.7,0,No
chr1_r_c157507,1,0,No
chr1_r_c157542,4,0,No
chr1_r_c157552,3,8,Yes
chr1_r_c157591,2.7,0,No
chr1_r_c157647,2.3,0,No
chr1_r_c157706,3,0,No
chr1_r_c157719,1,0,No
chr1_r_c15772,1,0,No
chr1_r_c157755,2,0,No
chr1_r_c157784,2.7,0,No
chr1_r_c157794,6.7,0,No
chr1_r_c157869,3.7,0,No
chr1_r_c157873,858.7,6.5,Yes
chr1_r_c157886,2.3,0,No
chr1_r_c157888,968,8.5,Yes
chr1_r_c157909,4.3,0,No
chr1_r_c157912,965,10.5,Yes
chr1_r_c157930,2,0,No
chr1_r_c157933,990.3,6.5,Yes
chr1_r_c157952,3,0,No
chr1_r_c157954,966,9.5,Yes
chr1_r_c157970,2.7,0,No
chr1_r_c157972,966.7,11,Yes
chr1_r_c157991,1.7,0,No
chr1_r_c157992,962.3,5,Yes
chr1_r_c158011,2.7,0,No
chr1_r_c158013,953.3,10,Yes
chr1_r_c158033,1.7,0,No
chr1_r_c158036,980,7,Yes
chr1_r_c158057,2.3,0,No
chr1_r_c158061,742.3,4.5,Yes
chr1_r_c158080,1.3,0,No
chr1_r_c158082,942,10.5,Yes
chr1_r_c158099,4,0,No
chr1_r_c158101,966.7,8.5,Yes
chr1_r_c158118,3.3,0,No
chr1_r_c158121,972.7,10.5,Yes
chr1_r_c158141,1,1,Yes
chr1_r_c158144,987,11,Yes
chr1_r_c158161,2.7,0,No
chr1_r_c158164,982.7,5,Yes
chr1_r_c158181,2.3,0,No
chr1_r_c158185,993.3,9,Yes
chr1_r_c158201,1,0,No
chr1_r_c158203,1001,6,Yes
chr1_r_c158222,3.7,0,No
chr1_r_c158225,965,10.5,Yes
chr1_r_c158285,2.7,0,No
chr1_r_c158385,1.7,0,No
chr1_r_c158425,7.7,0,No
chr1_r_c158588,3.7,0,No
chr1_r_c15861,27.7,0,No
chr1_r_c158622,1,0,No
chr1_r_c158676,1.3,0,No
chr1_r_c159070,1.7,0,No
chr1_r_c15908,10.7,0,No
chr1_r_c159193,15.7,0,No
chr1_r_c159314,1.7,0,No
chr1_r_c159352,1.3,1.5,Yes
chr1_r_c159511,3,0,No
chr1_r_c159609,2.7,0,No
chr1_r_c159733,1.7,0,No
chr1_r_c15987,10.3,0,No
chr1_r_c160331,2,0,No
chr1_r_c160460,1,0,No
chr1_r_c160744,2,0,No
chr1_r_c160858,1,0,No
chr1_r_c160902,2.7,0,No
chr1_r_c160905,1.3,0,No
chr1_r_c161200,3.3,0,No
chr1_r_c161204,1,0,No
chr1_r_c161307,1,0,No
chr1_r_c161367,2.3,0,No
chr1_r_c161369,7.7,0,No
chr1_r_c161420,4,0,No
chr1_r_c161489,3.7,0,No
chr1_r_c16168,2,0,No
chr1_r_c161682,1.3,0,No
chr1_r_c161795,1,0,No
chr1_r_c161881,4.3,0,No
chr1_r_c161979,8.7,0,No
chr1_r_c162037,4.3,0,No
chr1_r_c162100,2.3,0,No
chr1_r_c162197,4,0,No
chr1_r_c162245,1,0,No
chr1_r_c162348,7,0,No
chr1_r_c162351,2,0,No
chr1_r_c162625,5,0.5,No
chr1_r_c162630,2,0,No
chr1_r_c162632,1.7,0,No
chr1_r_c162637,1.7,0,No
chr1_r_c162764,1.7,0,No
chr1_r_c162898,25.3,0,No
chr1_r_c162913,1,0,No
chr1_r_c163006,1.3,0,No
chr1_r_c163065,8.3,0,No
chr1_r_c163081,1,0,No
chr1_r_c163134,1.7,0,No
chr1_r_c163160,1.3,0,No
chr1_r_c163219,37.7,0,No
chr1_r_c163223,1.7,0,No
chr1_r_c163251,2.3,0.5,No
chr1_r_c163315,2.7,0,No
chr1_r_c163354,6,0,No
chr1_r_c163733,1.3,0,No
chr1_r_c163840,2.7,0,No
chr1_r_c163895,8,0,No
chr1_r_c16399,2.3,6,Yes
chr1_r_c164100,2.7,0,No
chr1_r_c164142,3,0,No
chr1_r_c16451,18.7,0,No
chr1_r_c164642,23.3,0,No
chr1_r_c164755,1.3,0,No
chr1_r_c164820,1,0,No
chr1_r_c164851,4,0,No
chr1_r_c164980,1,0,No
chr1_r_c16505,8,0,No
chr1_r_c165062,1.3,0,No
chr1_r_c165107,1,0,No
chr1_r_c165199,1.3,0,No
chr1_r_c165205,38.3,0,No
chr1_r_c165229,5,0,No
chr1_r_c165232,6.7,0,No
chr1_r_c165234,1,0,No
chr1_r_c165236,15.7,0,No
chr1_r_c165238,28,0,No
chr1_r_c165240,1.3,0,No
chr1_r_c165244,11.7,0,No
chr1_r_c165248,1.7,2,Yes
chr1_r_c165249,15.7,0,No
chr1_r_c165262,1.3,0,No
chr1_r_c165309,1,0,No
chr1_r_c165332,1.7,0,No
chr1_r_c165474,10.3,0,No
chr1_r_c165675,1.7,0,No
chr1_r_c165721,1.3,0,No
chr1_r_c165834,1.3,0,No
chr1_r_c165853,14,32,Yes
chr1_r_c165885,1,0,No
chr1_r_c165906,1.3,0,No
chr1_r_c165926,3.7,0,No
chr1_r_c165957,14.3,0,No
chr1_r_c166014,2,0,No
chr1_r_c166037,69.3,0,No
chr1_r_c166206,1,0,No
chr1_r_c166225,1,0,No
chr1_r_c166275,1,0,No
chr1_r_c166416,14.7,0,No
chr1_r_c166419,2.3,0,No
chr1_r_c166487,3,0,No
chr1_r_c166556,2.3,0,No
chr1_r_c166760,1,0,No
chr1_r_c16691,10.3,0,No
chr1_r_c166929,1.7,0,No
chr1_r_c166972,1.7,0,No
chr1_r_c167062,10.3,0,No
chr1_r_c167350,2.3,0,No
chr1_r_c167400,173,2.5,Yes
chr1_r_c167406,5.3,0,No
chr1_r_c167413,1.3,0,No
chr1_r_c167508,2,0,No
chr1_r_c167627,1.3,0,No
chr1_r_c167692,184.3,0,No
chr1_r_c167694,1.7,0,No
chr1_r_c167827,3.3,0,No
chr1_r_c168230,1.3,0,No
chr1_r_c168247,22,0,No
chr1_r_c16853,1.7,0,No
chr1_r_c168578,1,0,No
chr1_r_c168632,1,0,No
chr1_r_c168748,5.7,0,No
chr1_r_c168779,1,0,No
chr1_r_c168864,1,0,No
chr1_r_c16888,6,0,No
chr1_r_c168883,1.3,0,No
chr1_r_c168955,1.3,0,No
chr1_r_c169158,7.3,0,No
chr1_r_c169190,1,0,No
chr1_r_c169218,1.3,0,No
chr1_r_c169221,1,0,No
chr1_r_c169239,2,0,No
chr1_r_c169281,1,0,No
chr1_r_c169347,2,0.5,No
chr1_r_c169358,2,0,No
chr1_r_c1694,1,0,No
chr1_r_c169648,1.7,0,No
chr1_r_c169759,2.3,0,No
chr1_r_c169874,3,0,No
chr1_r_c169919,2.3,0,No
chr1_r_c169995,2,0,No
chr1_r_c170083,3.7,0.5,No
chr1_r_c170133,9,0,No
chr1_r_c170430,15.7,0,No
chr1_r_c170535,1,0,No
chr1_r_c170915,2.3,0,No
chr1_r_c170965,17,0,No
chr1_r_c171098,1.3,0,No
chr1_r_c171227,2,0,No
chr1_r_c171277,1,0,No
chr1_r_c171349,3.3,0,No
chr1_r_c171418,33,0,No
chr1_r_c171429,7.3,0,No
chr1_r_c171435,3,0,No
chr1_r_c171490,3,0,No
chr1_r_c171771,2,0,No
chr1_r_c171795,5.3,0,No
chr1_r_c171836,1.7,1,Yes
chr1_r_c171866,3.3,0,No
chr1_r_c171953,2,0,No
chr1_r_c172097,4,0,No
chr1_r_c172113,2.7,0,No
chr1_r_c172262,53.3,0,No
chr1_r_c172311,1.3,0,No
chr1_r_c172370,1.7,0.5,No
chr1_r_c17241,6,0,No
chr1_r_c17243,23,0,No
chr1_r_c172437,1,0,No
chr1_r_c17294,3.3,4.5,Yes
chr1_r_c17322,1.7,0,No
chr1_r_c17366,1.7,0,No
